그리고 지금 개학을 앞두고 있는 이 시점 명확한 진로 방향도 못 잡은 채로 학교활동을 시작할 수도 있겠다는 조바심이 생겨 상담신청 해봅니다교사쪽 진로가 아닌 다른 분야로 가기로 마음을 먹었는데 앞으로 학교 활동을 어떤 방향으로 해야 하죠,3
저는 갈팡질팡하는 제가 너무 혐오스러워서 미칠 것 같아요,3
아직 딱히 잘하거나 하고싶은게 없다보니 미래가 걱정됩니다,3
고등학교 입학 하기 전에 진로를 결정하고 싶은데 처음엔 한의사를 꿈꾸다가 미래 전망 이 안좋다는 말을 많이 들어서 다른 꿈을 생각해보고 있어요,3
먼저 중학생 때는 악기를 다루는 일과 사람을 만나서 상담을 하는 일이 너무 좋아서 음악 심리학 쪽으로 진로를 정했었습니다 하지만 점점 관심이 사라져서 그만두게 되었습니다,3
빨리 진로를 찾고 그 분야에 취직을 하고 싶은데 엄두가 안나요,3
진로는 아직 정하지 못했지만 꾸준히 진로적성검사나 진로관련 사이트를 들어가 제 흥미에 맞는 진로를 탐색해보기도 하고 있긴 해요,3
이제 슬슬 진로를 정할 때이고 주변 친구들은 하나 둘 진로를 정해가는데 저만 아직 아무것도 못하고 있는 것 같아서 마음이 쓰여요,3
다른 친구들은 대부분 정했는데 저희 반에서는 거의 저밖에 진로를 정하지 못한 상황입니다,3
재작년부터 계속 진로에 대한 고민은 해 왔는데 아직까지도 확실하게 정하지를 못했어요,3
어떻게 하면 좋은 직업을 가질 수 있을까요,3
이제는 정말 제가 무슨 직업을 가져야 할지 모르겠습니다,3
저는 어떤직업이 맞고 또 그 직업은 어떤 공부를 해서 어떤 학과에 가야할까요,3
그런데 저는 딱히 좋아하는 것도 없고 잘하는 것도 없습니다,3
잘하는것도 없고 좋아하는것도 없습니다,3
좋아하는것도 없고 잘하는것도 없습니다,3
제가 특별히 잘하는 것도 없고 좋아하는 것도 없어요,3
실은 좋아하는 일은 많지만 잘하는 일은 하나도 없어요,3
잘하는것은 딱히 없고 좋아하는것도 없어요,3
이런 저를 도와주시기 위해서 주변 어른들이 저에게 잘 어울리거나 제가 하면 잘 할것같다는 직업을 많이 소개시켜주셨는데 잘 모르겠어요,3
제가 하고 싶은 일을 잘 모르겠어요,3
준비해야할 것도 많고 잘 하고 있는 지도 잘 모르겠고 꿈을 이룰 수 있을 지 잘 모르겠어요,3
하고 싶은 일이 뭔지 잘 모르겠습니다,3
옛날엔 크면 다 알아서 되겠지 라는 마인드를 가지고 놀기만 하고 미래의 직업이나 진로따윈 눈꼽만큼도 생각하지 않았는데점점 클수록 미래가 까마득해 져서 진로상담을 신청해 봤습니다,3
제가 계속 진로를 찾으려고 안 하면 영원히 안 생길 것 같아요,3
여러분야의 것들에 관심이 많고 다들 하고 싶은것들이어서 어떤것으로 진로를 정해야 할지모르겠습니다,3
친구들은 자신이 이 직업을 가져야하는 이유가 있으면 그게 동기부여가 되어서 열심히 할 수 있다는데 딱히 동기부여 될만한 것도 없습니다,3
이런 생각을 계속 하는 제가 너무 바보같아요,3
그렇다면 내 능력과 하고자 하는 일을 결합시켜 생각해 볼수는 없을까라고 생각해보았습니다,3
부모님께도 해보았지만 네가 가고 싶은 곳을 가면된다고만 말씀하셔서 혼자 많이 생각했었습니다,3
도데체 제가 뭘 하고 싶은지 가늠이 되지 않아요,3
저는 남들보다 뭐하나 특출하게 잘하는게 없습니다,3
근데 전 잘하는게 아무것도 없어서 불안하고 초조해져요,3
나름 그래도 잔있다고 생각하는 것들도 이제 자신이 없고 잘한다고 생각했던것들도 이제는 남들보다 못하는것같고 가끔 극단적인 생각도 듭니다 이렇게 잘하는거 없이 남들보다 못하고 부모님께 걱정드리고 속썩이고 능력없는 사람으로 살바에는 죽는기 낫겠다고 생각한적이 솔직히 좀 많습니다,3
의사는 성적이 안되서 못 갈꺼같고 연구원은 돈이 없어서 안될꺼같고 흥미가 없습니다,3
재밌는걸 찾고 있는데 학교 과에는 재밌는게 없네요,3
핑계라면 핑계인데 확실한 목표가 없으니까 공부에도 흥미가 가지 않고 제가 가만히 있는 게 너무 멍청해보이고 한심해보여요,3
저는 아직 장래희망이 없어요,3
목표도 없구요,3
어느정도 수준을 낮추면서 연계지을 수 있을 만한 진로는 없을까요,3
저는 저에게 잘맞는 진로를 찾고 싶습니다,3
그래서 다른 진로를 찾아야 하나 싶으면서도 아는 직업이 많이 없어 고민입니다,3
근데 저의 진로를 이룰수있을지 고민이에여,3
앞으로에직업진로에대해고민이다,3
학교에서 여러가지 진로 활동을 해도 내가 원하는 게 뭔지도 모르겠고 이것저것 검사를 해봐도 솔직히 잘 모르겠습니다,3
다름이 아니라 저는 제가 뭐에 흥미가 있는지 모르겠어요,3
진로를 찾기 위해서 뭘 해 봐야할지 모르겠습니다,3
솔직히 저에대한 특성이 무엇인지 모르겠습니다,3
처음 꿈은 작가였다가 수입이 너무 적어서 포기 한달에 300이상정도 벌면 좋고 제가 관심가는 직업 아직딱히 없음,3
진짜 직업좀 찾게 도와주세오,3
근데 가지고 싶은 직업은 다 남들보다 재능이 너무 심하게 낮아요,3
선생님이나 한의사나  치과의사 같은것은 부모님추천으로 제가 괜찮다고 생각한 직업이고 맨날 어떤직업이 괜찮은지 생각이 달라지고 확실하게 끌리는 직업이 없어요,3
미래에는 여러 직업이 사라질 수도 있는데 내가 원하는 직업은 안사라질까라는 고민이 있습니다,3
사실 간호사란 직업에 대한 확신도 정확하지 않습니다,3
그래서 저는 직업을 잘잡고 지내고싶은데요,3
꿈이 없어서 너무 고민입니다,3
제 고민은 바로 제목과 같이 꿈이 여러개 입니다,3
안녕하세요 제 고민은 꿈이없다는 것 입니다,3
하지만 제꿈은 아직도 찾지못한 상태입니다,3
저한테 꿈이 없어서 고민입니다,3
저는 고1꿈이 없는 학생입니다,3
진로검사를 해봐도 오히려 더 모르겟고 확실한게 하나도 없어서 답답합니다,3
적성 검사도해보고 흥미검사도 해보고 여러 검사도 해보았지만 제 적성을 잘 모르겠고 제가 뭘 좋아하는지 뭐가 되고 싶어하는지 모르겠어요,3
그래서 커리어넷 심리검사도 다 해보고 자기이해종합검사도 받았는데 겹치는 직업군이 없다고 나오더군요,3
진로 적성검사를 두여번 해보았지만 그래도 이게 나한테 맞는건지 잘 모르겠고 흥미가가는 직업도 없었던것 같습니다,3
저는 제가 하고 싶은것을 하면서 살아가는 인생을 살아가고 싶습니다,3
근데 하고싶은건 있어요,3
그리고 저는 제가 즐거워하는 일을 하고 싶거든요,3
저에게 맞는 진로를 찾고 싶어요,3
나에게 맞는 진로를 찾고 싶다,3
나에게 맞는 진로를 알고 싶습니다,3
저에게 맞는 진로를 알아보고 싶습니다,3
저에게 맞는 진로를 알고 싶습니다,3
제 고민을 들어주시고 저에게 맞는 진로 직업을 찾아 주세요,3
설문조사를 끝낸 이후 직업을 보고 생각을 해보았는데 미래의 전망이 좋지 않은 직업을 해도 괜찮을까요 ,3
제가 원하는 직업은 연봉도 많이 벌면서 4500이상 하지만 대기업 회사원 같은 지루하고 야근많고 스트레스 많을 거 같은 업무는 정말 싫어하는데 제 성격에 딱 맞는 일은 없겠죠,3
저에게 꿈이 있을까요,3
나에게 맞는 진로 탐색,3
나의 진로를 찾고싶다,3
그리고 저와 잘맞는 진로 찾는법은 무엇인가요m,3
저에게 맞는 진로는 무엇일가요,3
진로를 못찾겠습니다,3
아직 진로에 대해서 못정하고있습니다,3
자신의진로를찾고싶습니다,3
나애게맛는 직업을알고십어요,3
다양한 직업을 알려주세요,3
최대한 직업들을 많이 알려주세요,3
해놓은게 많아서 지금 제 진로를 바꾸게 된다면 너무 늦지 않았나 싶습니다,3
좋은 대학에 가서 좋은 직업을 갖는데에 있어서는 내인생의 실전인 고등학교에서의 첫 단추를 잘 끼워야되는데 저 혼자서 어떻게 해야될지 너무 막막하고 고민이됩니다 ,3
진로와 직업을 결정하고 싶어서 여러 검사도 진행해봤지만 아직도 고민이 되네요,3
제과제빵에 관심이 있고 희망분야도 이쪽이였는데 월급이나 복지 앞으로 발전가능성을 보니까 별로 없더라구요,3
초등학교때까지 여러 꿈들을 꾸고 있었다가 중학교에 들어오니 그렇게 막 되고 싶다는 꿈이 생겨나진 않았어요,3
어릴 적의 꿈이 과학자였지만 지금은 꿈이 많이 바뀌고 있습니다,3
이 꿈은 고1때부터 가진 꿈이었습니다 고3이 되고나서 불안해서인지 요즘 흔들리고 있습니다,3
저의 꿈이 뭐지 모르겠습니다,3
제가 꿈이 뭔지도 모르겠어요,3
일단 먼저 직업부터 찾아보고싶어요,3
저의 적성은 무엇이고 한국에는 어떠한 직업들이 있는지 궁금합니다,3
진로에 대해 감을 못 잡고 있는 학생입니다,3
나의 진로는 원래 간호사였는데 간호사 꿈을 접었다,3
스케이트 선수를 꿈꾸다가 접고 다른 진로를 모색중입니다,3
예전에는 태권도 선수 생활도 해보고 꿈을 찾아봤지만 꿈을 찾기가 쉽지않습니다,3
무슨일이든자신감도없고학업에있어서도공부방법을잘몰라열심히해도제가원하는성적도안나옵니다그리고딱히꿈도없어서목표가없어요,3
지금이랑 제가 뭘 좋아하는지도 잘 모르고색깔 이상형 취미 등등 인생에서 가장 좋았던싫었던 경험같은걸 말하라하면 떠오르지 않아요,3
적성검사를 해도 별로 꽂히는게없고 저도 제 자신이 답답하네요,3
근데 지금 제가 고2 18살인데 너무 늦은 걸까요,3
한국학교로 따지면 중학교 3학년 과정을 밟고 있는데 제 요즘 최대 관심사가 커서 뭐 먹고 살지,3
어쩌면 좋을까요,3
어쩌면 좋죠,3
그리고 취직 빨리 하고싶어요 ,3
어떤일을 하고싶다,3
없습니다,3
자신이 없어요,3
없어요,3
근데 자신이 없습니다,3
자신은 없는데,3
없음,3
주변 친구들은 진로를 정해서 어떤 동아리에 들어가며 무슨 학과에 갈것이며 이런 것들을 계획하고 있더라고요,3
원하는 희망 분야와 대학교 중 어떤게 더 중요할까요,3
어떻게하면 제가 무엇을 좋아하는지 알 수 있을까요,3
제가 어쩌고 싶은지 모르겠어요,3
제가 지금 10학년 고 1인데 아직 진로를 결정하지 못해서 11학년 12학년 때 하는 과목 선택을 어떻게 해야할지 엄청 고민하고 있습니다,3
올해 15살로 중학교 2학년인데 아직 진로를 정하지 못했어요,3
이제 2학기가 시작하는데 진로를 확실하게 정하지 못 한 2학년 여고생입니다,3
중학교 2학년인 나는 아직 진로를 정하지 못했습니다,3
벌써 고등학교 1학년인데 아직도 제 진로를 정하지 못했습니다,3
좋은 직업을 가지려면 어떻게 해야하는지 자세히 알려주세요,3
혹시 저에게 추천될만한 직업과 그 직업을 하려면 어디 대학을 나오고 1지망 대학교연세대 무슨 과를 나와야하고 그리고 대학교를 나온 이후에 어떻게 해야하는지 조금 알려주시면 감사하겠습니다,3
이런 저에게 맞는 직업은 무엇이 있을까요,3
저의 적성에 맞는 직업을 알고 싶습니다,3
저의 직업을 찾고 싶어요,3
꼭 저에 맞는 직업을 찾아주세요,3
그러니 저에게 맞는 직업좀 찾아주세요,3
5 약사이외에 제 성격이나 적성에 맞는 직업이 뭐가 있을까요,3
저에게 맞는 직업을 찾아 주세요,3
이번 기회로 제게 맞는 직업을 찾고 싶어요,3
저한테 맞는 직업을 추천받고 싶은데요,3
나한테 맞는 직업이 뭐가있을까여,3
내 적성은 무엇이고 나에게 맞는 직업 분야,3
저는 이미 정해논 직업이 있는데 저의 적성에 맞는 직업은 무엇인지 궁금해요,3
저한테 맞는 직업을 찾는 방법이 없을까요,3
내성격에 맞는 직업이 궁금합니다,3
저의 적성과 가치관에 맞는 직업과 제가 흥미롭게 즐길 수 있는 직업이 무엇인지 알고싶어요,3
내가 원하는 직업에 대해 알고싶음,3
자기에게 맞는 흥미적성가치관을 알고 싶다,3
저에게 맞는 직업을 찾는 방법은 무엇이 있을까요,3
과연 저에게도 맞는 직업이라는게 있을까요,3
어떤 직업이 좋을까요,3
제가 어떤 직업을 고르는 것이 좋을거 같습니까,3
제가 어떤 종류의 직업을 가지는 게 좋을까요    ,3
사업 또는 어떤 직업이 좋을까요,3
저한테는 어떤 직업이 좋을까요,3
어떻게 제가 원하는 직업을 어떻게 찾을 수 있을까요,3
좋은 직업들이 뭐가 있는지 궁금합니다,3
어떤 직업이 좋을지 추천 받고 싶습니다,3
휴 정말 제 집안 상황이 정말 안좋아서 저는 돈을 아주 잘버는 직업을 가져야만해요,3
첫 번째로 저는 제가 정말 어떤 직업에 적합한 사람인지 알고 싶습니다,3
나도 다른 친구들처럼 내가 좋아하는 직업을 찾고 싶은 마음은 굴뚝 같지만 마음대로 되지 않네요,3
일반적인 조리사나 파티시에같은 직업도 좋지만 조금 더 전문성이있는 직업을 가지고 싶은데 정보가 부족하여 질문드려요,3
